Paper,entity,type,char_start,char_end,context_sentence
/work/eval_papers/PMID_34685712.pdf,Mouse,SPECIES,1372,1377,"- **Species:** Mouse - **Species Snippet:** Palmitate stimulates lipogenic gene expression, JNK activation, and decreases cell viability; BO suppresses these effects through AMPK- and JNK-dependent pathways."
/work/eval_papers/PMID_34685712.pdf,mouse,SPECIES,1593,1598,"- **Test System:** In vitro mouse primary hepatocytes - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Palmitate increases lipogenesis and cell injury, while BO suppresses lipid accumulation and JNK phosphorylation."
/work/eval_papers/PMID_34685712.pdf,mice,SPECIES,1995,1999,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_34685712.pdf,Mouse,SPECIES,2124,2129,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_34685712.pdf,mice,SPECIES,2187,2191,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_34685712.pdf,HFD.,SPECIES,2297,2301,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_34685712.pdf,mouse,SPECIES,2329,2334,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbates hepatic steatosis via ER stress pathways, especially with dietary fat."
/work/eval_papers/PMID_29597210.pdf,Alcohol,CHEMICAL,326,333,"Here are the details from each paper: **Paper 1: (/work/eval_papers/PMID_34685712.pdf)** - **Stressor:** Alcohol - **Stressor Snippet:** Alcohol use disorder is causally linked to alcoholic liver disease (ALD), including steatosis, hepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma."
/work/eval_papers/PMID_29597210.pdf,Alcohol,CHEMICAL,358,365,"Here are the details from each paper: **Paper 1: (/work/eval_papers/PMID_34685712.pdf)** - **Stressor:** Alcohol - **Stressor Snippet:** Alcohol use disorder is causally linked to alcoholic liver disease (ALD), including steatosis, hepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma."
/work/eval_papers/PMID_29597210.pdf,alcohol,CHEMICAL,689,696,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_29597210.pdf,rapamycin,CHEMICAL,822,831,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_29597210.pdf,Alcohol,CHEMICAL,987,994,"- **Test System:** In vivo mouse model and in vitro cell culture - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol induces ER stress and autophagy impairment via mTORC1 activation, contributing to liver injury."
/work/eval_papers/PMID_29597210.pdf,Palmitate,CHEMICAL,1401,1410,"- **Species:** Mouse - **Species Snippet:** Palmitate stimulates lipogenic gene expression, JNK activation, and decreases cell viability; BO suppresses these effects through AMPK- and JNK-dependent pathways."
/work/eval_papers/PMID_29597210.pdf,Palmitate,CHEMICAL,1708,1717,"- **Test System:** In vitro mouse primary hepatocytes - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Palmitate increases lipogenesis and cell injury, while BO suppresses lipid accumulation and JNK phosphorylation."
/work/eval_papers/PMID_29597210.pdf,Bisphenol A,CHEMICAL,1927,1938,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_29597210.pdf,BPA,CHEMICAL,1964,1967,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_29597210.pdf,BPA,CHEMICAL,2289,2292,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_29597210.pdf,BPA,CHEMICAL,2415,2418,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbates hepatic steatosis via ER stress pathways, especially with dietary fat."
/work/eval_papers/PMID_29597210.pdf,triglyceride,CHEMICAL,2704,2716,"- **Correlation:** Positive **Summary:** There is strong supporting evidence from animal and cell studies that stress pathways involving ER stress and autophagy impairment are mechanistically linked to triglyceride accumulation in the liver, supporting the biological plausibility of this KER."
/work/eval_papers/PMID_29597210.pdf,alcohol-fed mice,SPECIES,594,610,"The study explores mechanisms like mTOR signaling, ER stress, and autophagy in alcohol-fed mice and in vitro cell models."
/work/eval_papers/PMID_29597210.pdf,Mouse,SPECIES,652,657,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_29597210.pdf,mice,SPECIES,708,712,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_29597210.pdf,mouse,SPECIES,860,865,"- **Test System:** In vivo mouse model and in vitro cell culture - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol induces ER stress and autophagy impairment via mTORC1 activation, contributing to liver injury."
/work/eval_papers/PMID_29597210.pdf,mouse,SPECIES,1330,1335,- **Correlation:** Positive **Paper 2: (/work/eval_papers/PMID_29597210.pdf)** - **Stressor:** Other (bee-bee tree oil) - **Stressor Snippet:** Examined BO's protective effects against palmitate-induced lipid accumulation and apoptosis in mouse primary hepatocytes.
/work/eval_papers/PMID_29597210.pdf,Mouse,SPECIES,1372,1377,"- **Species:** Mouse - **Species Snippet:** Palmitate stimulates lipogenic gene expression, JNK activation, and decreases cell viability; BO suppresses these effects through AMPK- and JNK-dependent pathways."
/work/eval_papers/PMID_29597210.pdf,mouse,SPECIES,1593,1598,"- **Test System:** In vitro mouse primary hepatocytes - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Palmitate increases lipogenesis and cell injury, while BO suppresses lipid accumulation and JNK phosphorylation."
/work/eval_papers/PMID_29597210.pdf,mice,SPECIES,1995,1999,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_29597210.pdf,Mouse,SPECIES,2124,2129,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_29597210.pdf,mice,SPECIES,2187,2191,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_29597210.pdf,HFD.,SPECIES,2297,2301,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_29597210.pdf,mouse,SPECIES,2329,2334,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbates hepatic steatosis via ER stress pathways, especially with dietary fat."
/work/eval_papers/PMID_32593710.pdf,Alcohol,CHEMICAL,326,333,"Here are the details from each paper: **Paper 1: (/work/eval_papers/PMID_34685712.pdf)** - **Stressor:** Alcohol - **Stressor Snippet:** Alcohol use disorder is causally linked to alcoholic liver disease (ALD), including steatosis, hepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma."
/work/eval_papers/PMID_32593710.pdf,Alcohol,CHEMICAL,358,365,"Here are the details from each paper: **Paper 1: (/work/eval_papers/PMID_34685712.pdf)** - **Stressor:** Alcohol - **Stressor Snippet:** Alcohol use disorder is causally linked to alcoholic liver disease (ALD), including steatosis, hepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma."
/work/eval_papers/PMID_32593710.pdf,alcohol,CHEMICAL,689,696,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_32593710.pdf,rapamycin,CHEMICAL,822,831,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_32593710.pdf,Alcohol,CHEMICAL,987,994,"- **Test System:** In vivo mouse model and in vitro cell culture - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol induces ER stress and autophagy impairment via mTORC1 activation, contributing to liver injury."
/work/eval_papers/PMID_32593710.pdf,Palmitate,CHEMICAL,1401,1410,"- **Species:** Mouse - **Species Snippet:** Palmitate stimulates lipogenic gene expression, JNK activation, and decreases cell viability; BO suppresses these effects through AMPK- and JNK-dependent pathways."
/work/eval_papers/PMID_32593710.pdf,Palmitate,CHEMICAL,1708,1717,"- **Test System:** In vitro mouse primary hepatocytes - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Palmitate increases lipogenesis and cell injury, while BO suppresses lipid accumulation and JNK phosphorylation."
/work/eval_papers/PMID_32593710.pdf,Bisphenol A,CHEMICAL,1927,1938,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,1964,1967,"- **Correlation:** Positive **Paper 3: (/work/eval_papers/PMID_32593710.pdf)** - **Stressor:** Pollutant (Bisphenol A) - **Stressor Snippet:** BPA exposure in ovariectomized mice on a high-fat diet worsens hepatic steatosis and ER stress, particularly when combined with a high-fat diet."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,2289,2292,"- **Species:** Mouse - **Species Snippet:** In vivo model with ovariectomized mice showed increased hepatic fat accumulation, ER stress gene expression, and NAFLD progression with BPA and HFD."
/work/eval_papers/PMID_32593710.pdf,BPA,CHEMICAL,2415,2418,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional - **Evidence Snippet:** BPA exacerbates hepatic steatosis via ER stress pathways, especially with dietary fat."
/work/eval_papers/PMID_32593710.pdf,triglyceride,CHEMICAL,2704,2716,"- **Correlation:** Positive **Summary:** There is strong supporting evidence from animal and cell studies that stress pathways involving ER stress and autophagy impairment are mechanistically linked to triglyceride accumulation in the liver, supporting the biological plausibility of this KER."
/work/eval_papers/PMID_32593710.pdf,alcohol-fed mice,SPECIES,594,610,"The study explores mechanisms like mTOR signaling, ER stress, and autophagy in alcohol-fed mice and in vitro cell models."
/work/eval_papers/PMID_32593710.pdf,Mouse,SPECIES,652,657,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_32593710.pdf,mice,SPECIES,708,712,"- **Species:** Mouse - **Species Snippet:** Chronic alcohol feeding in mice activates mTORC1, increases ER stress markers (ATF4, CHOP), and impairs autophagy, which can be mitigated by rapamycin."
/work/eval_papers/PMID_32593710.pdf,mouse,SPECIES,860,865,"- **Test System:** In vivo mouse model and in vitro cell culture - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol induces ER stress and autophagy impairment via mTORC1 activation, contributing to liver injury."
